Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: • Ticagrelor: Strong CYP3A4 inhibitors may increase ticagrelor
exposure.
• Clopidogrel: Boosted ATV may decrease production of
clopidogrel’s active metabolite.
• Prasugrel: Boosted ATV may decrease production of
prasugrel’s active metabolite; however, adequate antiplatelet
activity is maintained.
• Vorapaxar: Increased vorapaxar levels are expected. | None_1: • Ticagrelor: To avoid increased bleeding risk, do not use
ticagrelor with strong CYP3A inhibitors, particularly COBI and
RTV.
• Clopidogrel, vorapaxar: Do not coadminister.
• Prasugrel: No dose adjustments are necessary."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: Boosted PIs inhibit P-gP, which may decrease aliskiren
elimination, increasing risk of adverse effects. | None_1: Do not coadminister."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: • COBI-boosted PIs may increase atenolol concentrations via
inhibition of MATE1 elimination.
• Similar interaction is not seen with RTV-boosted PIs. | None_1: • Start at lowest possible dose and titrate slowly to achieve
clinical effect while monitoring for adverse effects.
• If a patient is already using atenolol but starting a COBI-
boosted PI, monitor for atenolol-related adverse effects and
reduce atenolol dose as needed.
• RTV is the preferred PK booster when a patient is also using
atenolol."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: Boosted PIs may increase CCB concentrations by as much as 50%. | None_1: When using with boosted PIs, decrease original CCB dose by as
much as 50%, and titrate slowly to achieve clinical effect."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: Boosted PIs inhibit antiarrhythmic medication metabolism via
CYP3A and CYP2D6. | None_1: Avoid concomitant use to avoid increased risk of QT prolongation
and other adverse effects of antiarrhythmic medications."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: ATV inhibits hepatic CYP3A4 isoenzyme and can increase serum
concentrations of eplerenone. | None_1: Avoid concomitant use due to increased risk of hyperkalemia and
hypotension."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),17,Boosted Atazanavir (ATV),,,,"None: CYP3A inhibition increases plasma concentrations of these
agents. | None_1: • Concomitant use is contraindicated unless benefits outweigh
risks; consider alternative ARV.
• If coadministration is necessary, monitor frequently for QT
prolongation, palpitations, and sinus tachycardia.
• Boosted PIs may also increase QT prolongation."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),18,Boosted Atazanavir (ATV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),18,Boosted Atazanavir (ATV),,,,"None: • Boosted PIs are strong inhibitors of CYP3A, and many
corticosteroids are substrates of these enzymes.
• Risk of Cushing’s syndrome occurs when boosted ATV is
coadministered with the following corticosteroids:
‒ Intranasal or inhaled: Fluticasone, mometasone, ciclesonide,
budesonide, triamcinolone
‒ Systemic: Betamethasone, budesonide, dexamethasone
‒ Injectable: Betamethasone, triamcinolone | None_1: • Use beclomethasone if possible. Because this agent is less
likely to be affected by boosted PIs, it is less likely to cause
symptoms of Cushing’s syndrome and other systemic
corticosteroid adverse effects.
• Fluticasone, mometasone, ciclesonide, budesonide,
triamcinolone (intranasal or inhaled): Do not coadminister
unless potential benefits outweigh risk; consider alternative
corticosteroid (e.g., beclomethasone).
• Betamethasone, budesonide (systemic): Do not coadminister
unless potential benefits outweigh risk.
• Prednisolone, prednisone (systemic): Concomitant use is
contraindicated unless potential benefits outweigh risk; if use
cannot be avoided, use for shortest effective duration.
• Betamethasone, triamcinolone (injectable): Concomitant use
is contraindicated unless potential benefits outweigh risk.
• Dexamethasone (systemic): Concomitant use is
contraindicated unless potential benefits outweigh risk;
consider alternative corticosteroid."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),18,Boosted Atazanavir (ATV),,,,"None: • Prednisone is a CYP3A4 and P-gP substrate.
• Boosted PIs are strong inhibitors of CYP3A4 and P-gP. | None_1: • Short-term use is not contraindicated.
• For chronic use of prednisone, monitor carefully for potential
Cushing’s syndrome."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),18,Boosted Atazanavir (ATV),,,,"None: • Benzodiazepines are substrates of CYP3A and may be
increased in presence of strong inhibitors of this enzyme.
• Alprazolam: Boosted ARVs may increase alprazolam
concentrations via CYP3A4 inhibition.
• Diazepam: CYP3A4 inhibition may reduce metabolism of
diazepam. | None_1: • Consider alternative benzodiazepine (e.g., lorazepam,
oxazepam, temazepam). If used, administer lowest effective
dose; monitor closely for adverse effects.
• Diazepam: Monitor for excess sedation."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),18,Boosted Atazanavir (ATV),,,,"None: • Haloperidol: Boosted PIs may moderately increase haloperidol
concentrations.
• Aripiprazole, brexpiprazole: RTV-boosted PIs may increase
aripiprazole and brexpiprazole levels.
• Risperidone: Boosted PIs may moderately increase risperidone
levels.
• Clozapine: Interaction has not been studied but boosted ATV
may theoretically increase clozapine concentrations, increasing
risk of adverse effects.
• Iloperidone, lumateperone, lurasidone, cariprazine: Levels are
likely to be increased by all PIs, whether boosted or not. | None_1: • Quetiapine dosing:
‒ Patients on stabilized quetiapine: Reduce dose to 1/6 if
initiating ART; monitor for QT prolongation.
‒ Patients stabilized on boosted PI: Use lowest dose and
titrate slowly to achieve clinical effect; monitor for QT
prolongation.
• Lurasidone: No data available. Avoid coadministration;
consider alternative antipsychotic or ARV.
• Haloperidol: Monitor for QT prolongation.
• Iloperidone: Decrease iloperidone dose by 50%.
• Aripiprazole: Initiate at 25% of standard starting dose and
titrate slowly to achieve clinical effect; monitor carefully for
efficacy and adjust dose as necessary."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,"None_1: • Brexpiprazole: Administer at 50% of brexpiprazole dose and
adjust dose as necessary.
• Lumateperone: Do not coadminister.
• Pimozide: Concomitant use is contraindicated.
• Risperidone: Initiate at low dose and titrate slowly to achieve
clinical effect; monitor for adverse effects.
• Ziprasidone: Monitor for adverse effects, including QTc
prolongation.
• Cariprazine: Consult DHHS guideline for full dosing
recommendations and clinical comments [DHHS(c) 2024].
• Clozapine: Monitor carefully for clozapine-related adverse
effects."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,"None: CYP3A4 and OATP1B1 inhibition by ATV may increase plasma
concentrations of other PIs. | None_1: Avoid concomitant use to avoid adverse effects of NS3/4A PIs."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,None: Boosted PIs inhibit daclatasvir metabolism via CYP3A4. | None_1: Decrease daclatasvir dose to 30 mg per day.
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,"None: • ETR is a substrate and inducer of CYP3A4.
• COBI and ATV are substrates and inhibitors of CYP3A4. | None_1: • Administration with RTV-boosted ATV results in decreases in
ATV exposure, but decrease is not considered relevant; no
dose adjustments are necessary.
• Due to potential for decreased ARV efficacy, avoid use of ETR
with COBI. When these medications are given together, COBI
concentrations are decreased.
• When possible, avoid concomitant use of ETR and unboosted
ATV. ETR with unboosted ATV results in significant decreases in
ATV exposure."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,None: CYP3A4 and P-gP inhibition potentially increases LEN levels. | None_1: Do not coadminister.
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),19,Boosted Atazanavir (ATV),,,,"None: • COBI inhibits CYP3A.
• Suvorexant is a substrate of CYP3A.
• Zolpidem, suvorexant: Boosted PIs may increase zolpidem and
suvorexant concentrations.
• Ramelteon: RTV-boosted PIs may reduce ramelteon efficacy. | None_1: • Zolpidem: Administer lowest effective dose; monitor for
adverse effects, including excess sedation.
• Eszopiclone: Start with 1 mg per day and titrate slowly to
achieve clinical effect; monitor for adverse effects, including
excess sedation.
• Suvorexant: Coadministration is not recommended (may
increase somnolence, dizziness, and risk of sleep hangover);
use alternative sleep medication or ARV.
• Ramelteon: Monitor for efficacy in cigarette smokers."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,"None: • Eletriptan: Metabolism inhibited by boosted PIs.
• TCAs: PIs and TCAs can both cause QT prolongation. | None_1: • Eletriptan: Do not coadminister; use alternative triptan
medication.
• TCAs: With concomitant use of high-dose TCAs and PIs,
consider monitoring for QT prolongation and other cardiac
adverse effects or consider alternative medications."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,"None: • Cilostazol is metabolized by CYP3A; thus, boosted PIs will
increase concentrations of this drug.
• Dipyridamole: RTV-boosted PIs may induce UGT enzymes,
which are responsible for metabolism of dipyridamole (not
seen with COBI). | None_1: • Cilostazol: Monitor for antiplatelet effect; may be necessary to
use alternative antiplatelet medication or alternative ARV.
• Dipyridamole: Monitor for antiplatelet effect; use alternative
ARV or boost with COBI if necessary."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,"None: • Metformin: COBI is known to inhibit MATE1, which is involved
in metformin elimination, thus increasing metformin
concentrations.
• Glyburide is mainly metabolized by CYP3A; thus,
concentrations are increased by inhibitors of this enzyme.
• Saxagliptin is a substrate of CYP3A; levels may be increased by
CYP3A4 inhibitors.
• Canagliflozin, bexagliflozin: RTV induces UGT and may
decrease concentrations; no significant interactions are
expected with COBI. | None_1: • Metformin: Monitor for metformin-related adverse effects;
reduce dose as needed.
• Glyburide or alternative sulfonylureas: Use lowest effective
doses with boosted PIs; monitor for signs of hypoglycemia.
• Saxagliptin: Limit dose to 2.5 mg once per day.
• Canagliflozin: If patient already tolerates canagliflozin 100 mg
daily, increase dose to 200 mg daily. If patient already tolerates
canagliflozin 200 mg daily and requires additional glycemic
control, the management strategy should be based on renal
function.
‒ In patients with eGFR ≥60 mL/min/1.73 m2, canagliflozin
dose may be increased to 300 mg daily.
‒ In patients with eGFR <60 mL/min/1.73 m2, consider adding
another antihyperglycemic agent.
• Bexagliflozin: No dosage recommendation available at this
time for concurrent use; consider alternative therapies."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,None: Boosted ATV may increase trazodone concentrations. | None_1: Monitor for antidepressant and/or sedative effects.
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),20,Boosted Atazanavir (ATV),,,,"None: • Carbamazepine, oxcarbazepine, phenobarbital, phenytoin:
Coadministration may significantly reduce concentrations of
ARVs through induction of CYP450 system.
• Zonisamide: CYP3A4 inhibition may increase zonisamide
concentrations. | None_1: • Carbamazepine, oxcarbazepine, phenobarbital, phenytoin:
‒ Coadministration is not recommended; use alternative
anticonvulsant.
‒ If benefit of use outweighs risk, monitor carefully for
efficacy and toxicity.
‒ Perform TDM.
• Zonisamide: Monitor for efficacy and adverse effects; adjust
dose as needed."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),21,Boosted Atazanavir (ATV),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),21,Boosted Atazanavir (ATV),,,,"None: Complex mechanisms of metabolism and formation of both active
and inactive metabolites create interactions of unclear
significance between these drugs and boosted PIs. | None_1: Monitor for signs of opiate toxicity and analgesic effect; dose
these analgesics accordingly."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),21,Boosted Atazanavir (ATV),,,,"None: Tramadol exposure is increased with CYP3A inhibition, but this
reduces conversion to more potent active metabolite seen when
tramadol is metabolized by CYP2D6. | None_1: When tramadol is given with COBI or RTV, monitoring for
tramadol-related adverse effects and analgesic effect may be
required as clinically indicated; adjust tramadol dosage if needed."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),21,Boosted Atazanavir (ATV),,,,"None: • Complex drug interaction potential has been described.
• Drospirenone: Concomitant use may cause hyperkalemia. | None_1: • Etonogestrel: No data available. Consider alternative or
additional contraceptive methods or alternative ARV.
• Ethinyl estradiol; norgestimate and metabolites: Dose with at
least 35 mcg (no data available on other progestins).
• Drospirenone: Do not coadminister."
Table 3: Boosted Atazanavir (ATV) Interactions (also see prescribing information),21,Boosted Atazanavir (ATV),,,,"None: • PDE5 inhibitors: Increased PDE5 inhibitor concentrations are
expected.
• Flibanserin: Increased flibanserin concentrations are expected. | None_1: • Sildenafil: Start with 25 mg every 48 hours; monitor for
adverse effects.
• Tadalafil: Start with 5 mg and do not exceed 10 mg every 72
hours; monitor for adverse effects.
• Vardenafil: Administer 2.5 mg every 72 hours; monitor for
adverse effects.
• Avanafil, flibanserin: Do not coadminister."
